,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
32,"frozenset({""Bridget Jones's Diary""})",frozenset({'The Nanny Diaries: A Novel'}),0.29017160686427457,0.2714508580343214,0.13260530421216848,0.45698924731182794,1.6835063650970212,0.053837972551663366,1.3416845584714479
33,frozenset({'The Nanny Diaries: A Novel'}),"frozenset({""Bridget Jones's Diary""})",0.2714508580343214,0.29017160686427457,0.13260530421216848,0.48850574712643674,1.6835063650970212,0.053837972551663366,1.3877543865799573
72,frozenset({'Snow Falling on Cedars'}),frozenset({'The Nanny Diaries: A Novel'}),0.22932917316692666,0.2714508580343214,0.10452418096723869,0.4557823129251701,1.679060129799046,0.04227258013877497,1.3387090483619346
38,frozenset({'Snow Falling on Cedars'}),frozenset({'Divine Secrets of the Ya-Ya Sisterhood: A Novel'}),0.22932917316692666,0.27301092043681746,0.10452418096723869,0.4557823129251701,1.6694655004859087,0.04191481231792174,1.3358424336973482
43,frozenset({'Divine Secrets of the Ya-Ya Sisterhood: A Novel'}),frozenset({'The Nanny Diaries: A Novel'}),0.27301092043681746,0.2714508580343214,0.12324492979719189,0.45142857142857146,1.6630213464696222,0.049135881191877936,1.3280843733749352
42,frozenset({'The Nanny Diaries: A Novel'}),frozenset({'Divine Secrets of the Ya-Ya Sisterhood: A Novel'}),0.2714508580343214,0.27301092043681746,0.12324492979719189,0.45402298850574707,1.6630213464696222,0.049135881191877936,1.331537893094671
110,frozenset({'The Red Tent (Bestselling Backlist)'}),frozenset({'The Lovely Bones: A Novel'}),0.1996879875195008,0.3338533541341654,0.10920436817472699,0.546875,1.6380695093457942,0.042537863761040295,1.4701167357039109
45,frozenset({'The Notebook'}),frozenset({'Divine Secrets of the Ya-Ya Sisterhood: A Novel'}),0.25117004680187205,0.27301092043681746,0.11232449297971919,0.44720496894409945,1.6380479148181015,0.04375232731618159,1.3151150765131732
44,frozenset({'Divine Secrets of the Ya-Ya Sisterhood: A Novel'}),frozenset({'The Notebook'}),0.27301092043681746,0.25117004680187205,0.11232449297971919,0.4114285714285715,1.6380479148181015,0.04375232731618159,1.2722839010647806
71,frozenset({'Snow Falling on Cedars'}),frozenset({'The Lovely Bones: A Novel'}),0.22932917316692666,0.3338533541341654,0.12480499219968799,0.54421768707483,1.6301099879204017,0.048242678537094685,1.4615456260041448
37,frozenset({'Message in a Bottle'}),frozenset({'Divine Secrets of the Ya-Ya Sisterhood: A Novel'}),0.24024960998439937,0.27301092043681746,0.1060842433697348,0.4415584415584416,1.6173654916512061,0.04049347621330751,1.3018176541015132
74,frozenset({'Summer Sisters'}),frozenset({'The Lovely Bones: A Novel'}),0.20904836193447737,0.3338533541341654,0.11232449297971919,0.5373134328358209,1.6094294880736504,0.04253299617164094,1.4397362991293845
67,frozenset({'Message in a Bottle'}),frozenset({'The Lovely Bones: A Novel'}),0.24024960998439937,0.3338533541341654,0.12792511700468018,0.5324675324675324,1.5949144313630292,0.04771697888196337,1.424813659213035
114,frozenset({'The Notebook'}),frozenset({'The Nanny Diaries: A Novel'}),0.25117004680187205,0.2714508580343214,0.1060842433697348,0.42236024844720504,1.555936317555508,0.037903918652845967,1.2612517403921968
29,frozenset({'Divine Secrets of the Ya-Ya Sisterhood: A Novel'}),"frozenset({""Bridget Jones's Diary""})",0.27301092043681746,0.29017160686427457,0.12168486739469579,0.44571428571428573,1.536036866359447,0.042464849920049855,1.2806182350386799
28,"frozenset({""Bridget Jones's Diary""})",frozenset({'Divine Secrets of the Ya-Ya Sisterhood: A Novel'}),0.29017160686427457,0.27301092043681746,0.12168486739469579,0.41935483870967744,1.536036866359447,0.042464849920049855,1.2520367481365924
107,frozenset({'The Nanny Diaries: A Novel'}),frozenset({'The Lovely Bones: A Novel'}),0.2714508580343214,0.3338533541341654,0.13884555382215288,0.5114942528735632,1.5320925985605327,0.04822077438479752,1.363641369184179
106,frozenset({'The Lovely Bones: A Novel'}),frozenset({'The Nanny Diaries: A Novel'}),0.3338533541341654,0.2714508580343214,0.13884555382215288,0.41588785046728965,1.5320925985605325,0.04822077438479752,1.2472761310452416
111,frozenset({'The Secret Life of Bees'}),frozenset({'The Lovely Bones: A Novel'}),0.22932917316692666,0.3338533541341654,0.11700468018720749,0.5102040816326531,1.5282281136753766,0.04044236652461418,1.360049401976079
30,frozenset({'Message in a Bottle'}),"frozenset({""Bridget Jones's Diary""})",0.24024960998439937,0.29017160686427457,0.1060842433697348,0.4415584415584416,1.5217148442954895,0.036370627992046364,1.2710880528244386
41,frozenset({'Divine Secrets of the Ya-Ya Sisterhood: A Novel'}),frozenset({'The Lovely Bones: A Novel'}),0.27301092043681746,0.3338533541341654,0.1372854914196568,0.5028571428571429,1.5062216288384513,0.04613987991656952,1.3399501497301272
40,frozenset({'The Lovely Bones: A Novel'}),frozenset({'Divine Secrets of the Ya-Ya Sisterhood: A Novel'}),0.3338533541341654,0.27301092043681746,0.1372854914196568,0.411214953271028,1.5062216288384513,0.04613987991656952,1.234727484337469
112,"frozenset({""Where the Heart Is (Oprah's Book Club (Paperback))""})",frozenset({'The Lovely Bones: A Novel'}),0.21840873634945399,0.3338533541341654,0.10920436817472699,0.5,1.497663551401869,0.03628787897225717,1.3322932917316692
60,frozenset({'House of Sand and Fog'}),frozenset({'The Lovely Bones: A Novel'}),0.2059282371294852,0.3338533541341654,0.10140405616224649,0.4924242424242424,1.4749716794109315,0.032654223485632086,1.3124083172282115
6,frozenset({'A Time to Kill'}),frozenset({'Divine Secrets of the Ya-Ya Sisterhood: A Novel'}),0.25273010920436817,0.27301092043681746,0.10140405616224649,0.4012345679012346,1.4696649029982365,0.03240597642626454,1.214146710198305
98,"frozenset({""The Girls' Guide to Hunting and Fishing""})",frozenset({'The Lovely Bones: A Novel'}),0.21060842433697347,0.3338533541341654,0.1029641185647426,0.48888888888888893,1.4643821391484944,0.03265178969093241,1.3033303940853287
34,frozenset({'The Notebook'}),"frozenset({""Bridget Jones's Diary""})",0.25117004680187205,0.29017160686427457,0.1029641185647426,0.4099378881987578,1.412742937287117,0.030081702488068338,1.2029723294194927
130,"frozenset({""Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson""})",frozenset({'Wild Animus'}),0.16380655226209048,0.43993759750390016,0.10140405616224649,0.6190476190476191,1.4071259709557582,0.029339395104665336,1.4701638065522622
26,frozenset({'Angels &amp; Demons'}),frozenset({'The Lovely Bones: A Novel'}),0.22932917316692666,0.3338533541341654,0.1060842433697348,0.4625850340136055,1.3855934897323416,0.029521929707141487,1.2395386954718697
2,frozenset({'A Painted House'}),frozenset({'The Lovely Bones: A Novel'}),0.23712948517940718,0.3338533541341654,0.10920436817472699,0.4605263157894737,1.3794269552385636,0.030037894183474037,1.2348084167269129
108,frozenset({'The Notebook'}),frozenset({'The Lovely Bones: A Novel'}),0.25117004680187205,0.3338533541341654,0.11544461778471139,0.4596273291925467,1.3767341963197308,0.03159065520187111,1.232754137751717
91,frozenset({'The Da Vinci Code'}),frozenset({'The Lovely Bones: A Novel'}),0.26833073322932915,0.3338533541341654,0.12324492979719189,0.4593023255813954,1.3757607041947404,0.0336618144913004,1.2320131514938018
61,frozenset({'House of Sand and Fog'}),frozenset({'Wild Animus'}),0.2059282371294852,0.43993759750390016,0.12324492979719189,0.5984848484848484,1.360385772619815,0.03264935589623272,1.3948723986695313
51,frozenset({'Hannibal'}),frozenset({'Wild Animus'}),0.2059282371294852,0.43993759750390016,0.12012480499219969,0.5833333333333333,1.325945626477541,0.029529231091240518,1.3441497659906394
31,"frozenset({""Bridget Jones's Diary""})",frozenset({'The Lovely Bones: A Novel'}),0.29017160686427457,0.3338533541341654,0.12324492979719189,0.42473118279569894,1.2722088232338458,0.026370165571053414,1.1579745432807969
127,frozenset({'The Red Tent (Bestselling Backlist)'}),frozenset({'Wild Animus'}),0.1996879875195008,0.43993759750390016,0.11076443057722309,0.5546875,1.260832225177305,0.02291417709750511,1.2576839915701892
76,frozenset({'The Bridges of Madison County'}),frozenset({'Wild Animus'}),0.18876755070202808,0.43993759750390016,0.10452418096723869,0.5537190082644627,1.2586307953812788,0.02147823822469279,1.2549546426301494
73,frozenset({'Snow Falling on Cedars'}),frozenset({'Wild Animus'}),0.22932917316692666,0.43993759750390016,0.12480499219968799,0.54421768707483,1.237033820620447,0.023914466719074393,1.2287936293571147
128,frozenset({'The Secret Life of Bees'}),frozenset({'Wild Animus'}),0.22932917316692666,0.43993759750390016,0.12480499219968799,0.54421768707483,1.237033820620447,0.023914466719074393,1.2287936293571147
109,frozenset({'The Pelican Brief'}),frozenset({'The Lovely Bones: A Novel'}),0.26521060842433697,0.3338533541341654,0.10764430577223089,0.40588235294117647,1.2157504123144585,0.019102854597803254,1.121236928685068
101,"frozenset({""The Girls' Guide to Hunting and Fishing""})",frozenset({'Wild Animus'}),0.21060842433697347,0.43993759750390016,0.11232449297971919,0.5333333333333334,1.212293144208038,0.01966992876282915,1.2001337196344999
124,"frozenset({""The Pilot's Wife : A Novel""})",frozenset({'Wild Animus'}),0.19656786271450857,0.43993759750390016,0.1029641185647426,0.5238095238095238,1.19064505234718,0.01648652529564522,1.1761310452418097
75,frozenset({'Summer Sisters'}),frozenset({'Wild Animus'}),0.20904836193447737,0.43993759750390016,0.10920436817472699,0.5223880597014926,1.1874139938604849,0.017236134063147238,1.1726306552262091
66,frozenset({'Jurassic Park'}),frozenset({'Wild Animus'}),0.2121684867394696,0.43993759750390016,0.10920436817472699,0.5147058823529411,1.1699520233625365,0.01586347385252665,1.1540679809010541
49,frozenset({'Divine Secrets of the Ya-Ya Sisterhood: A Novel'}),frozenset({'Wild Animus'}),0.27301092043681746,0.43993759750390016,0.14040561622464898,0.5142857142857142,1.1689969604863222,0.020297847795347074,1.1530696521978525
129,frozenset({'To Kill a Mockingbird'}),frozenset({'Wild Animus'}),0.20436817472698907,0.43993759750390016,0.10452418096723869,0.5114503816793893,1.1625521087109523,0.014614937171589834,1.1463777301092042
113,frozenset({'The Lovely Bones: A Novel'}),frozenset({'Wild Animus'}),0.3338533541341654,0.43993759750390016,0.17004680187207488,0.5093457943925234,1.1577682773248492,0.023172159335671377,1.1414605155634796
70,frozenset({'Message in a Bottle'}),frozenset({'Wild Animus'}),0.24024960998439937,0.43993759750390016,0.12168486739469579,0.5064935064935066,1.1512848853274387,0.015990031176910113,1.134863289268413
131,"frozenset({""Where the Heart Is (Oprah's Book Club (Paperback))""})",frozenset({'Wild Animus'}),0.21840873634945399,0.43993759750390016,0.10920436817472699,0.5,1.1365248226950355,0.01311815343128546,1.1201248049921997
23,frozenset({'A Time to Kill'}),frozenset({'Wild Animus'}),0.25273010920436817,0.43993759750390016,0.12636505460218408,0.5,1.1365248226950355,0.015179577541916026,1.1201248049921997
104,frozenset({'The Horse Whisperer'}),frozenset({'Wild Animus'}),0.24336973478939158,0.43993759750390016,0.12168486739469579,0.5,1.1365248226950355,0.014617370966289511,1.1201248049921997
5,frozenset({'A Painted House'}),frozenset({'Wild Animus'}),0.23712948517940718,0.43993759750390016,0.11700468018720749,0.4934210526315789,1.121570548712206,0.012682504180042395,1.1055777296026907
64,frozenset({'Interview with the Vampire'}),frozenset({'Wild Animus'}),0.2121684867394696,0.43993759750390016,0.10452418096723869,0.4926470588235294,1.1198112223612848,0.011183286645038343,1.1038911121662258
